# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 3.00000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
606             	8.43709592e-03	4.21902203e-03	4.21807389e-03	-1.07932992e-03	3.80154191e-04	-1.45948411e-03	9.19819149e-04	4.74072794e-07	-1.14231575e-06	2.53778149e-06	1.26574989e-07	2.41120650e-06
607             	8.43704191e-03	4.21899491e-03	4.21804699e-03	-1.07969588e-03	3.80252982e-04	-1.45994886e-03	9.20100920e-04	4.73959613e-07	-1.14694677e-06	2.53162416e-06	1.18865308e-07	2.41275885e-06
608             	8.43712235e-03	4.21903574e-03	4.21808661e-03	-1.08005096e-03	3.80349819e-04	-1.46040078e-03	9.20375300e-04	4.74566160e-07	-1.14207415e-06	2.53724841e-06	1.26550051e-07	2.41069836e-06
609             	8.43708847e-03	4.21901854e-03	4.21806993e-03	-1.08043369e-03	3.80443058e-04	-1.46087674e-03	9.20659900e-04	4.74302874e-07	-1.14668902e-06	2.53130682e-06	1.18964385e-07	2.41234243e-06
610             	8.43711514e-03	4.21903262e-03	4.21808252e-03	-1.08070663e-03	3.80520637e-04	-1.46122727e-03	9.20873952e-04	4.75050972e-07	-1.14302166e-06	2.53643937e-06	1.25198028e-07	2.41124135e-06
611             	8.43705663e-03	4.21900292e-03	4.21805371e-03	-1.08102185e-03	3.80603954e-04	-1.46162580e-03	9.21114879e-04	4.74604614e-07	-1.14750293e-06	2.53126482e-06	1.18129477e-07	2.41313534e-06
612             	8.43710286e-03	4.21902651e-03	4.21807635e-03	-1.08133446e-03	3.80685695e-04	-1.46202016e-03	9.21352927e-04	4.75077948e-07	-1.14352006e-06	2.53655257e-06	1.24756221e-07	2.41179635e-06
613             	8.43703253e-03	4.21899080e-03	4.21804173e-03	-1.08161219e-03	3.80775464e-04	-1.46238766e-03	9.21581560e-04	4.74537147e-07	-1.14763999e-06	2.53076629e-06	1.17743160e-07	2.41302313e-06
614             	8.43710995e-03	4.21902986e-03	4.21808009e-03	-1.08186740e-03	3.80854162e-04	-1.46272156e-03	9.21787862e-04	4.74886848e-07	-1.14408479e-06	2.53626874e-06	1.24049583e-07	2.41221915e-06
615             	8.43705981e-03	4.21900401e-03	4.21805581e-03	-1.08220714e-03	3.80938557e-04	-1.46314569e-03	9.22042125e-04	4.74099907e-07	-1.14809506e-06	2.53132096e-06	1.17565425e-07	2.41375554e-06
616             	8.43707654e-03	4.21901253e-03	4.21806401e-03	-1.08246833e-03	3.81011673e-04	-1.46348001e-03	9.22245839e-04	4.74261308e-07	-1.14341996e-06	2.53700815e-06	1.25084119e-07	2.41192404e-06
617             	8.43700528e-03	4.21897617e-03	4.21802912e-03	-1.08278236e-03	3.81095233e-04	-1.46387760e-03	9.22486414e-04	4.73526089e-07	-1.14720192e-06	2.53192854e-06	1.18762347e-07	2.41316620e-06
618             	8.43707572e-03	4.21901164e-03	4.21806408e-03	-1.08307870e-03	3.81168445e-04	-1.46424715e-03	9.22707797e-04	4.73775870e-07	-1.14192216e-06	2.53842319e-06	1.27289430e-07	2.41113376e-06
619             	8.43701342e-03	4.21897997e-03	4.21803345e-03	-1.08340677e-03	3.81258370e-04	-1.46466514e-03	9.22961753e-04	4.73257526e-07	-1.14501260e-06	2.53454638e-06	1.22260595e-07	2.41228578e-06
620             	8.43701829e-03	4.21898268e-03	4.21803560e-03	-1.08365223e-03	3.81335732e-04	-1.46498796e-03	9.23161848e-04	4.73540099e-07	-1.14007488e-06	2.54120709e-06	1.30528663e-07	2.41067843e-06
621             	8.43693631e-03	4.21894104e-03	4.21799527e-03	-1.08387179e-03	3.81405037e-04	-1.46527682e-03	9.23340930e-04	4.72886862e-07	-1.14397553e-06	2.53594956e-06	1.23999246e-07	2.41195031e-06
622             	8.43699996e-03	4.21897343e-03	4.21802652e-03	-1.08417220e-03	3.81488710e-04	-1.46566091e-03	9.23574812e-04	4.73455829e-07	-1.13947775e-06	2.54201303e-06	1.31528763e-07	2.41048427e-06
623             	8.43692324e-03	4.21893453e-03	4.21798871e-03	-1.08440998e-03	3.81564485e-04	-1.46597446e-03	9.23769473e-04	4.72911039e-07	-1.14281543e-06	2.53645529e-06	1.25412215e-07	2.41104308e-06
624             	8.43697303e-03	4.21895992e-03	4.21801311e-03	-1.08462099e-03	3.81628380e-04	-1.46624937e-03	9.23938875e-04	4.73406629e-07	-1.13856289e-06	2.54262410e-06	1.32749160e-07	2.40987494e-06
625             	8.43690866e-03	4.21892771e-03	4.21798096e-03	-1.08488823e-03	3.81712362e-04	-1.46660059e-03	9.24156476e-04	4.73374897e-07	-1.14199324e-06	2.53710854e-06	1.26561026e-07	2.41054751e-06
626             	8.43693825e-03	4.21894323e-03	4.21799502e-03	-1.08516153e-03	3.81785320e-04	-1.46694685e-03	9.24366086e-04	4.74108963e-07	-1.13661535e-06	2.54308509e-06	1.34927194e-07	2.40815790e-06
627             	8.43688761e-03	4.21891770e-03	4.21796991e-03	-1.08548541e-03	3.81859133e-04	-1.46734454e-03	9.24601838e-04	4.73891802e-07	-1.14004677e-06	2.53842940e-06	1.29167929e-07	2.40926147e-06
628             	8.43692654e-03	4.21893802e-03	4.21798853e-03	-1.08566617e-03	3.81917764e-04	-1.46758394e-03	9.24750851e-04	4.74746196e-07	-1.13553687e-06	2.54401907e-06	1.36472668e-07	2.40754640e-06
629             	8.43688018e-03	4.21891469e-03	4.21796549e-03	-1.08591279e-03	3.81990488e-04	-1.46790328e-03	9.24946882e-04	4.74599665e-07	-1.13928775e-06	2.53838960e-06	1.29907049e-07	2.40848255e-06
630             	8.43693155e-03	4.21894114e-03	4.21799041e-03	-1.08620306e-03	3.82050881e-04	-1.46825394e-03	9.25152412e-04	4.75363973e-07	-1.13514047e-06	2.54375483e-06	1.36736951e-07	2.40701788e-06
631             	8.43688468e-03	4.21891751e-03	4.21796717e-03	-1.08645053e-03	3.82113102e-04	-1.46856363e-03	9.25338367e-04	4.75166891e-07	-1.13852473e-06	2.53874005e-06	1.30845290e-07	2.40789476e-06
632             	8.43694201e-03	4.21894662e-03	4.21799539e-03	-1.08657378e-03	3.82158799e-04	-1.46873258e-03	9.25445691e-04	4.75612908e-07	-1.13320116e-06	2.54447280e-06	1.39035239e-07	2.40543756e-06
633             	8.43688477e-03	4.21891768e-03	4.21796709e-03	-1.08671087e-03	3.82208147e-04	-1.46891902e-03	9.25563583e-04	4.75297255e-07	-1.13741999e-06	2.53869181e-06	1.31925919e-07	2.40676589e-06
634             	8.43697214e-03	4.21896214e-03	4.21801001e-03	-1.08694281e-03	3.82262710e-04	-1.46920553e-03	9.25734118e-04	4.76065026e-07	-1.13335892e-06	2.54438658e-06	1.38834366e-07	2.40555221e-06
635             	8.43692338e-03	4.21893737e-03	4.21798601e-03	-1.08716305e-03	3.82321222e-04	-1.46948428e-03	9.25902750e-04	4.75677619e-07	-1.13695378e-06	2.53828900e-06	1.32190713e-07	2.40609828e-06
636             	8.43698936e-03	4.21897093e-03	4.21801843e-03	-1.08737125e-03	3.82364700e-04	-1.46973595e-03	9.26050323e-04	4.76249348e-07	-1.13264897e-06	2.54366454e-06	1.39183298e-07	2.40448124e-06
637             	8.43697360e-03	4.21896271e-03	4.21801088e-03	-1.08761982e-03	3.82443266e-04	-1.47006309e-03	9.26253179e-04	4.75915402e-07	-1.13662104e-06	2.53832433e-06	1.32541124e-07	2.40578320e-06
638             	8.43702111e-03	4.21898692e-03	4.21803419e-03	-1.08777318e-03	3.82498296e-04	-1.47027147e-03	9.26384884e-04	4.76361934e-07	-1.13295879e-06	2.54323659e-06	1.38659511e-07	2.40457708e-06
639             	8.43699231e-03	4.21897194e-03	4.21802037e-03	-1.08801605e-03	3.82558378e-04	-1.47057443e-03	9.26566403e-04	4.75783044e-07	-1.13713742e-06	2.53816070e-06	1.31942930e-07	2.40621777e-06
640             	8.43705635e-03	4.21900448e-03	4.21805186e-03	-1.08820432e-03	3.82610751e-04	-1.47081507e-03	9.26712909e-04	4.76310158e-07	-1.13299647e-06	2.54373124e-06	1.38869145e-07	2.40486209e-06
641             	8.43702982e-03	4.21899074e-03	4.21803908e-03	-1.08831563e-03	3.82662625e-04	-1.47097825e-03	9.26820439e-04	4.75826802e-07	-1.13705150e-06	2.53875101e-06	1.32323998e-07	2.40642701e-06
642             	8.43709566e-03	4.21902424e-03	4.21807142e-03	-1.08848955e-03	3.82715084e-04	-1.47120464e-03	9.26959861e-04	4.76411972e-07	-1.13313005e-06	2.54466181e-06	1.39200851e-07	2.40546096e-06
643             	8.43705547e-03	4.21900395e-03	4.21805152e-03	-1.08870935e-03	3.82777381e-04	-1.47148673e-03	9.27132054e-04	4.76216162e-07	-1.13729932e-06	2.53910973e-06	1.32255542e-07	2.40685419e-06
644             	8.43714726e-03	4.21905051e-03	4.21809675e-03	-1.08886584e-03	3.82824568e-04	-1.47169041e-03	9.27257489e-04	4.76883003e-07	-1.13252232e-06	2.54461978e-06	1.39787571e-07	2.40483221e-06
645             	8.43712887e-03	4.21904086e-03	4.21808801e-03	-1.08906474e-03	3.82875640e-04	-1.47194038e-03	9.27408010e-04	4.76426136e-07	-1.13708171e-06	2.53936913e-06	1.32602859e-07	2.40676627e-06
646             	8.43716242e-03	4.21905816e-03	4.21810425e-03	-1.08914949e-03	3.82907949e-04	-1.47205743e-03	9.27482691e-04	4.76953722e-07	-1.13364124e-06	2.54459301e-06	1.38655269e-07	2.40593775e-06
647             	8.43711762e-03	4.21903520e-03	4.21808241e-03	-1.08930858e-03	3.82951724e-04	-1.47226030e-03	9.27606014e-04	4.76396038e-07	-1.13782196e-06	2.54018862e-06	1.32272351e-07	2.40791627e-06
648             	8.43717461e-03	4.21906408e-03	4.21811053e-03	-1.08943922e-03	3.82985093e-04	-1.47242431e-03	9.27704701e-04	4.76771815e-07	-1.13404257e-06	2.54555682e-06	1.38735833e-07	2.40682098e-06
649             	8.43711930e-03	4.21903599e-03	4.21808331e-03	-1.08956848e-03	3.83031068e-04	-1.47259954e-03	9.27815307e-04	4.76343723e-07	-1.13815543e-06	2.54024193e-06	1.31965529e-07	2.40827640e-06
650             	8.43720475e-03	4.21907916e-03	4.21812559e-03	-1.08968738e-03	3.83068034e-04	-1.47275542e-03	9.27911727e-04	4.76786930e-07	-1.13498290e-06	2.54555752e-06	1.37795863e-07	2.40776165e-06
651             	8.43716039e-03	4.21905632e-03	4.21810407e-03	-1.08990962e-03	3.83110612e-04	-1.47302023e-03	9.28065423e-04	4.76123534e-07	-1.13931179e-06	2.54074402e-06	1.31060222e-07	2.40968380e-06
652             	8.43718327e-03	4.21906812e-03	4.21811514e-03	-1.09001101e-03	3.83137596e-04	-1.47314861e-03	9.28143101e-04	4.76490809e-07	-1.13556106e-06	2.54574881e-06	1.37313342e-07	2.40843547e-06
653             	8.43712486e-03	4.21903809e-03	4.21808676e-03	-1.09014611e-03	3.83181589e-04	-1.47332770e-03	9.28254643e-04	4.75665549e-07	-1.14017719e-06	2.54025789e-06	1.29951752e-07	2.41030614e-06
654             	8.43719907e-03	4.21907538e-03	4.21812369e-03	-1.09027829e-03	3.83214814e-04	-1.47349310e-03	9.28353959e-04	4.75845077e-07	-1.13634574e-06	2.54533361e-06	1.36321061e-07	2.40901255e-06
655             	8.43714396e-03	4.21904709e-03	4.21809686e-03	-1.09049546e-03	3.83269910e-04	-1.47376537e-03	9.28517642e-04	4.75117125e-07	-1.14067195e-06	2.54028955e-06	1.29472830e-07	2.41081672e-06
656             	8.43712637e-03	4.21903840e-03	4.21808797e-03	-1.09064703e-03	3.83307055e-04	-1.47395408e-03	9.28630569e-04	4.75212153e-07	-1.13703598e-06	2.54537225e-06	1.35650142e-07	2.40972211e-06
657             	8.43706086e-03	4.21900488e-03	4.21805598e-03	-1.09074665e-03	3.83338535e-04	-1.47408518e-03	9.28711859e-04	4.74451124e-07	-1.14242204e-06	2.53979469e-06	1.27475304e-07	2.41231939e-06
658             	8.43709959e-03	4.21902470e-03	4.21807488e-03	-1.09084269e-03	3.83388198e-04	-1.47423089e-03	9.28809544e-04	4.74909681e-07	-1.13892949e-06	2.54473187e-06	1.33436439e-07	2.41129543e-06
659             	8.43700691e-03	4.21897796e-03	4.21802896e-03	-1.09095163e-03	3.83431511e-04	-1.47438314e-03	9.28907326e-04	4.74500725e-07	-1.14281196e-06	2.53914112e-06	1.26758605e-07	2.41238252e-06
660             	8.43702248e-03	4.21898604e-03	4.21803643e-03	-1.09108164e-03	3.83465141e-04	-1.47454678e-03	9.29005962e-04	4.74806083e-07	-1.14027283e-06	2.54349760e-06	1.31475967e-07	2.41202163e-06
661             	8.43696265e-03	4.21895553e-03	4.21800711e-03	-1.09128499e-03	3.83520220e-04	-1.47480521e-03	9.29162713e-04	4.74209886e-07	-1.14454668e-06	2.53817138e-06	1.24539011e-07	2.41363237e-06
662             	8.43697887e-03	4.21896411e-03	4.21801477e-03	-1.09141025e-03	3.83556864e-04	-1.47496711e-03	9.29261987e-04	4.74669303e-07	-1.13987787e-06	2.54356777e-06	1.31906011e-07	2.41166176e-06
663             	8.43689693e-03	4.21892235e-03	4.21797458e-03	-1.09156029e-03	3.83594965e-04	-1.47515526e-03	9.29375111e-04	4.73883616e-07	-1.14469820e-06	2.53807781e-06	1.24340706e-07	2.41373711e-06
664             	8.43692713e-03	4.21893783e-03	4.21798930e-03	-1.09161788e-03	3.83632285e-04	-1.47525016e-03	9.29441225e-04	4.74263133e-07	-1.14036346e-06	2.54350925e-06	1.31391166e-07	2.41211809e-06
665             	8.43685603e-03	4.21890205e-03	4.21795398e-03	-1.09168956e-03	3.83664889e-04	-1.47535445e-03	9.29509670e-04	4.74035671e-07	-1.14338863e-06	2.53863248e-06	1.25927606e-07	2.41270487e-06
666             	8.43688548e-03	4.21891728e-03	4.21796820e-03	-1.09179037e-03	3.83686277e-04	-1.47547664e-03	9.29581460e-04	4.74537768e-07	-1.13944101e-06	2.54368941e-06	1.32403688e-07	2.41128572e-06
667             	8.43681912e-03	4.21888372e-03	4.21793539e-03	-1.09198188e-03	3.83732465e-04	-1.47571434e-03	9.29723404e-04	4.74165904e-07	-1.14240749e-06	2.53968013e-06	1.27432575e-07	2.41224755e-06
668             	8.43685138e-03	4.21890042e-03	4.21795096e-03	-1.09206440e-03	3.83757695e-04	-1.47582209e-03	9.29789895e-04	4.74728080e-07	-1.13605622e-06	2.54650659e-06	1.37197073e-07	2.40930952e-06
669             	8.43678938e-03	4.21886875e-03	4.21792063e-03	-1.09218341e-03	3.83786857e-04	-1.47597027e-03	9.29878562e-04	4.74062468e-07	-1.14015126e-06	2.54084652e-06	1.30272001e-07	2.41057451e-06
670             	8.43684799e-03	4.21889874e-03	4.21794924e-03	-1.09231099e-03	3.83819342e-04	-1.47613034e-03	9.29974839e-04	4.74748463e-07	-1.13485041e-06	2.54661996e-06	1.38459565e-07	2.40816039e-06
671             	8.43680050e-03	4.21887474e-03	4.21792576e-03	-1.09242128e-03	3.83855029e-04	-1.47627631e-03	9.30065667e-04	4.74490221e-07	-1.13672981e-06	2.54324853e-06	1.34894453e-07	2.40835408e-06
672             	8.43684163e-03	4.21889592e-03	4.21794570e-03	-1.09250936e-03	3.83883185e-04	-1.47639255e-03	9.30137866e-04	4.75111328e-07	-1.13182803e-06	2.54929990e-06	1.42821924e-07	2.40647798e-06
673             	8.43680071e-03	4.21887542e-03	4.21792530e-03	-1.09263586e-03	3.83928674e-04	-1.47656454e-03	9.30246606e-04	4.75059635e-07	-1.13442551e-06	2.54484483e-06	1.37996907e-07	2.40684792e-06
674             	8.43685573e-03	4.21890386e-03	4.21795188e-03	-1.09274216e-03	3.83957449e-04	-1.47669961e-03	9.30328529e-04	4.75990801e-07	-1.12852618e-06	2.55146220e-06	1.47204919e-07	2.40425728e-06
675             	8.43682305e-03	4.21888707e-03	4.21793598e-03	-1.09290218e-03	3.83991794e-04	-1.47689397e-03	9.30442884e-04	4.75544417e-07	-1.13181037e-06	2.54652365e-06	1.41451459e-07	2.40507219e-06
676             	8.43685021e-03	4.21890140e-03	4.21794881e-03	-1.09301001e-03	3.84021584e-04	-1.47703160e-03	9.30526590e-04	4.76292776e-07	-1.12661358e-06	2.55270072e-06	1.49736782e-07	2.40296394e-06
677             	8.43681910e-03	4.21888542e-03	4.21793368e-03	-1.09308958e-03	3.84052163e-04	-1.47714174e-03	9.30596953e-04	4.75870139e-07	-1.12888235e-06	2.54950532e-06	1.45870305e-07	2.40363501e-06
678             	8.43689608e-03	4.21892423e-03	4.21797185e-03	-1.09318325e-03	3.84074888e-04	-1.47725814e-03	9.30666514e-04	4.76191870e-07	-1.12442049e-06	2.55489535e-06	1.53027186e-07	2.40186816e-06
679             	8.43685235e-03	4.21890193e-03	4.21795042e-03	-1.09333099e-03	3.84110938e-04	-1.47744193e-03	9.30776432e-04	4.75754446e-07	-1.12750510e-06	2.54969469e-06	1.47342243e-07	2.40235245e-06
680             	8.43690997e-03	4.21893163e-03	4.21797834e-03	-1.09334511e-03	3.84122761e-04	-1.47746787e-03	9.30795315e-04	4.76644916e-07	-1.12282170e-06	2.55540981e-06	1.54883206e-07	2.40052660e-06
681             	8.43688275e-03	4.21891755e-03	4.21796520e-03	-1.09341564e-03	3.84140691e-04	-1.47755633e-03	9.30848513e-04	4.76175141e-07	-1.12683878e-06	2.55027234e-06	1.48297387e-07	2.40197495e-06
682             	8.43696802e-03	4.21896083e-03	4.21800720e-03	-1.09352400e-03	3.84161985e-04	-1.47768599e-03	9.30923985e-04	4.76814645e-07	-1.12241486e-06	2.55583112e-06	1.55500700e-07	2.40033042e-06
683             	8.43691647e-03	4.21893471e-03	4.21798176e-03	-1.09361691e-03	3.84196529e-04	-1.47781344e-03	9.31004984e-04	4.76472510e-07	-1.12673349e-06	2.55003602e-06	1.48284522e-07	2.40175150e-06
684             	8.43696901e-03	4.21896161e-03	4.21800740e-03	-1.09375756e-03	3.84223137e-04	-1.47798069e-03	9.31101915e-04	4.77103335e-07	-1.12242503e-06	2.55525196e-06	1.55200950e-07	2.40005101e-06
685             	8.43696652e-03	4.21895991e-03	4.21800662e-03	-1.09391436e-03	3.84276523e-04	-1.47819088e-03	9.31233702e-04	4.76646669e-07	-1.12656960e-06	2.54987557e-06	1.48368189e-07	2.40150738e-06
686             	8.43699444e-03	4.21897420e-03	4.21802023e-03	-1.09392483e-03	3.84288365e-04	-1.47821319e-03	9.31250779e-04	4.76984865e-07	-1.12314984e-06	2.55398683e-06	1.53843569e-07	2.40014326e-06
687             	8.43695954e-03	4.21895635e-03	4.21800319e-03	-1.09404119e-03	3.84316927e-04	-1.47835812e-03	9.31337523e-04	4.76575229e-07	-1.12815144e-06	2.54822068e-06	1.45958900e-07	2.40226178e-06
688             	8.43699482e-03	4.21897461e-03	4.21802021e-03	-1.09414658e-03	3.84337410e-04	-1.47848399e-03	9.31410701e-04	4.77202393e-07	-1.12430910e-06	2.55311135e-06	1.52246580e-07	2.40086477e-06
689             	8.43696434e-03	4.21895874e-03	4.21800560e-03	-1.09418970e-03	3.84362420e-04	-1.47855212e-03	9.31457270e-04	4.76573127e-07	-1.12890974e-06	2.54799779e-06	1.45089152e-07	2.40290864e-06
690             	8.43700849e-03	4.21898110e-03	4.21802739e-03	-1.09425300e-03	3.84379869e-04	-1.47863287e-03	9.31506368e-04	4.76854666e-07	-1.12630330e-06	2.55233557e-06	1.49864486e-07	2.40247108e-06
691             	8.43696031e-03	4.21895663e-03	4.21800367e-03	-1.09433665e-03	3.84410471e-04	-1.47874712e-03	9.31578795e-04	4.76480913e-07	-1.13026346e-06	2.54651627e-06	1.42994671e-07	2.40352160e-06
692             	8.43701000e-03	4.21898171e-03	4.21802829e-03	-1.09434650e-03	3.84419125e-04	-1.47876563e-03	9.31592375e-04	4.76706585e-07	-1.12785719e-06	2.55010480e-06	1.47195215e-07	2.40290959e-06
693             	8.43699825e-03	4.21897512e-03	4.21802313e-03	-1.09442094e-03	3.84448893e-04	-1.47886984e-03	9.31659366e-04	4.75995423e-07	-1.13327004e-06	2.54397509e-06	1.38717498e-07	2.40525759e-06
694             	8.43702269e-03	4.21898806e-03	4.21803463e-03	-1.09449774e-03	3.84469412e-04	-1.47896716e-03	9.31718284e-04	4.76712451e-07	-1.13066565e-06	2.54817836e-06	1.43423531e-07	2.40475483e-06
695             	8.43698423e-03	4.21896825e-03	4.21801597e-03	-1.09457660e-03	3.84498645e-04	-1.47907524e-03	9.31786945e-04	4.76139303e-07	-1.13604712e-06	2.54186269e-06	1.34884229e-07	2.40697846e-06
696             	8.43700519e-03	4.21897910e-03	4.21802609e-03	-1.09472061e-03	3.84510620e-04	-1.47923123e-03	9.31870924e-04	4.76507193e-07	-1.13296066e-06	2.54595436e-06	1.40016524e-07	2.40593784e-06
697             	8.43698196e-03	4.21896727e-03	4.21801469e-03	-1.09478964e-03	3.84531028e-04	-1.47932067e-03	9.31925850e-04	4.76287097e-07	-1.13784208e-06	2.54055418e-06	1.32435015e-07	2.40811917e-06
698             	8.43698260e-03	4.21896788e-03	4.21801472e-03	-1.09482337e-03	3.84533841e-04	-1.47935721e-03	9.31945524e-04	4.76577900e-07	-1.13552677e-06	2.54417345e-06	1.36559954e-07	2.40761350e-06
699             	8.43693118e-03	4.21894146e-03	4.21798972e-03	-1.09493573e-03	3.84557565e-04	-1.47949329e-03	9.32025430e-04	4.75866232e-07	-1.14044866e-06	2.53901896e-06	1.29060819e-07	2.40995814e-06
700             	8.43698136e-03	4.21896742e-03	4.21801395e-03	-1.09497710e-03	3.84583229e-04	-1.47956032e-03	9.32071777e-04	4.76733143e-07	-1.13641641e-06	2.54393749e-06	1.35552332e-07	2.40838516e-06
701             	8.43693399e-03	4.21894311e-03	4.21799088e-03	-1.09505747e-03	3.84619763e-04	-1.47967723e-03	9.32148496e-04	4.76111597e-07	-1.14154982e-06	2.53761676e-06	1.27258558e-07	2.41035820e-06
702             	8.43696157e-03	4.21895726e-03	4.21800431e-03	-1.09522106e-03	3.84638765e-04	-1.47985982e-03	9.32249293e-04	4.76473255e-07	-1.13830868e-06	2.54227057e-06	1.32826603e-07	2.40944397e-06
703             	8.43692517e-03	4.21893894e-03	4.21798624e-03	-1.09536792e-03	3.84669858e-04	-1.48003777e-03	9.32353816e-04	4.76351379e-07	-1.14182957e-06	2.53756418e-06	1.26952524e-07	2.41061166e-06
704             	8.43692965e-03	4.21894160e-03	4.21798805e-03	-1.09539371e-03	3.84673974e-04	-1.48006769e-03	9.32370831e-04	4.76775438e-07	-1.13805263e-06	2.54171471e-06	1.32804729e-07	2.40890998e-06
705             	8.43688524e-03	4.21891880e-03	4.21796643e-03	-1.09543951e-03	3.84691589e-04	-1.48013110e-03	9.32411344e-04	4.76184963e-07	-1.14248133e-06	2.53732037e-06	1.26178853e-07	2.41114151e-06
706             	8.43693571e-03	4.21894475e-03	4.21799096e-03	-1.09542807e-03	3.84698280e-04	-1.48012635e-03	9.32412314e-04	4.76899074e-07	-1.13777249e-06	2.54316944e-06	1.33812224e-07	2.40935721e-06
707             	8.43686244e-03	4.21890745e-03	4.21795499e-03	-1.09547208e-03	3.84714969e-04	-1.48018705e-03	9.32451007e-04	4.76229215e-07	-1.14177945e-06	2.53718556e-06	1.26813330e-07	2.41037223e-06
708             	8.43688463e-03	4.21891900e-03	4.21796564e-03	-1.09557648e-03	3.84726767e-04	-1.48030325e-03	9.32515006e-04	4.76678980e-07	-1.13817035e-06	2.54186728e-06	1.32763286e-07	2.40910400e-06
709             	8.43686318e-03	4.21890798e-03	4.21795520e-03	-1.09563588e-03	3.84749912e-04	-1.48038580e-03	9.32567854e-04	4.76393642e-07	-1.14138630e-06	2.53750670e-06	1.27367048e-07	2.41013965e-06
710             	8.43688874e-03	4.21892096e-03	4.21796779e-03	-1.09565055e-03	3.84750178e-04	-1.48040072e-03	9.32575451e-04	4.76584149e-07	-1.13714820e-06	2.54205915e-06	1.33881376e-07	2.40817778e-06
711             	8.43683434e-03	4.21889322e-03	4.21794112e-03	-1.09576986e-03	3.84762872e-04	-1.48053273e-03	9.32647803e-04	4.76052522e-07	-1.14095686e-06	2.53818912e-06	1.28137695e-07	2.41005142e-06
