# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 3.00000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
487             	8.44158783e-03	4.22125179e-03	4.22033604e-03	-9.45020472e-04	3.43599053e-04	-1.28861953e-03	8.16109289e-04	4.57875636e-07	-1.20311929e-06	2.47801564e-06	3.58885303e-08	2.44212711e-06
488             	8.44153312e-03	4.22122433e-03	4.22030879e-03	-9.47250040e-04	3.44182802e-04	-1.29143284e-03	8.17807822e-04	4.57769309e-07	-1.19748324e-06	2.48549025e-06	4.52618840e-08	2.44022837e-06
489             	8.44109410e-03	4.22100348e-03	4.22009062e-03	-9.51202909e-04	3.45307357e-04	-1.29651027e-03	8.20908812e-04	4.56430156e-07	-1.20265513e-06	2.47858019e-06	3.66349604e-08	2.44194523e-06
490             	8.44099765e-03	4.22095578e-03	4.22004187e-03	-9.53496589e-04	3.45876511e-04	-1.29937310e-03	8.22624805e-04	4.56954647e-07	-1.19586491e-06	2.48735647e-06	4.78133291e-08	2.43954314e-06
491             	8.44077605e-03	4.22084394e-03	4.21993211e-03	-9.55672362e-04	3.46445306e-04	-1.30211767e-03	8.24281487e-04	4.55918400e-07	-1.20084402e-06	2.48043675e-06	3.93743507e-08	2.44106240e-06
492             	8.44064581e-03	4.22077931e-03	4.21986649e-03	-9.57811134e-04	3.47009855e-04	-1.30482099e-03	8.25915422e-04	4.56410356e-07	-1.19505026e-06	2.48869742e-06	4.92984465e-08	2.43939897e-06
493             	8.44015261e-03	4.22053214e-03	4.21962047e-03	-9.61531476e-04	3.48096365e-04	-1.30962784e-03	8.28862103e-04	4.55833224e-07	-1.19823063e-06	2.48366338e-06	4.36010634e-08	2.44006232e-06
494             	8.43982782e-03	4.22036963e-03	4.21945819e-03	-9.64844570e-04	3.49032155e-04	-1.31387672e-03	8.31454440e-04	4.55717613e-07	-1.19176933e-06	2.49140342e-06	5.39323779e-08	2.43747104e-06
495             	8.43959944e-03	4.22025487e-03	4.21934457e-03	-9.66824691e-04	3.49507820e-04	-1.31633251e-03	8.32920166e-04	4.55152486e-07	-1.19630983e-06	2.48611432e-06	4.67473252e-08	2.43936699e-06
496             	8.43948980e-03	4.22020107e-03	4.21928872e-03	-9.68654320e-04	3.49969925e-04	-1.31862425e-03	8.34297085e-04	4.56176866e-07	-1.18905602e-06	2.49481161e-06	5.83497913e-08	2.43646182e-06
497             	8.43901071e-03	4.21996101e-03	4.21904970e-03	-9.71923245e-04	3.50910471e-04	-1.32283372e-03	8.36872094e-04	4.55656116e-07	-1.19358753e-06	2.48848987e-06	5.06574045e-08	2.43783246e-06
498             	8.43890098e-03	4.21990694e-03	4.21899403e-03	-9.73927142e-04	3.51380441e-04	-1.32530758e-03	8.38344012e-04	4.56454061e-07	-1.18600757e-06	2.49709997e-06	6.25424107e-08	2.43455756e-06
499             	8.43866956e-03	4.21979151e-03	4.21887805e-03	-9.75857714e-04	3.51859468e-04	-1.32771718e-03	8.39788325e-04	4.56730642e-07	-1.18910804e-06	2.49290901e-06	5.73464625e-08	2.43556255e-06
500             	8.43854302e-03	4.21972935e-03	4.21881367e-03	-9.77580579e-04	3.52313229e-04	-1.32989381e-03	8.41103518e-04	4.57836600e-07	-1.18272773e-06	2.50095740e-06	6.77509728e-08	2.43320643e-06
501             	8.43832190e-03	4.21961877e-03	4.21870313e-03	-9.79386610e-04	3.52792665e-04	-1.33217927e-03	8.42485970e-04	4.57823314e-07	-1.18733029e-06	2.49453158e-06	5.99354997e-08	2.43459608e-06
502             	8.43794228e-03	4.21942983e-03	4.21851245e-03	-9.82665332e-04	3.53745924e-04	-1.33641126e-03	8.45078590e-04	4.58687540e-07	-1.17928578e-06	2.50449243e-06	7.29604381e-08	2.43153199e-06
503             	8.43770482e-03	4.21931091e-03	4.21839390e-03	-9.84430313e-04	3.54199074e-04	-1.33862939e-03	8.46414230e-04	4.58504413e-07	-1.18382143e-06	2.49847770e-06	6.54174187e-08	2.43306028e-06
504             	8.43756397e-03	4.21924099e-03	4.21832298e-03	-9.86193430e-04	3.54649166e-04	-1.34084260e-03	8.47745881e-04	4.59006212e-07	-1.17720970e-06	2.50698192e-06	7.62812606e-08	2.43070066e-06
505             	8.43735800e-03	4.21913770e-03	4.21822030e-03	-9.87855955e-04	3.55103735e-04	-1.34295969e-03	8.49031713e-04	4.58699128e-07	-1.18092229e-06	2.50173826e-06	6.99468398e-08	2.43179143e-06
506             	8.43702942e-03	4.21897311e-03	4.21805631e-03	-9.90891921e-04	3.55983771e-04	-1.34687569e-03	8.51429731e-04	4.58403842e-07	-1.17335559e-06	2.51053282e-06	8.19108208e-08	2.42862200e-06
507             	8.43681441e-03	4.21886502e-03	4.21794939e-03	-9.92663093e-04	3.56428489e-04	-1.34909158e-03	8.52760036e-04	4.57813215e-07	-1.17764309e-06	2.50493450e-06	7.48241606e-08	2.43011034e-06
508             	8.43671924e-03	4.21881891e-03	4.21790033e-03	-9.94239781e-04	3.56840965e-04	-1.35108075e-03	8.53960856e-04	4.59290513e-07	-1.17057403e-06	2.51367076e-06	8.62613482e-08	2.42740941e-06
509             	8.43654118e-03	4.21872979e-03	4.21781139e-03	-9.95677471e-04	3.57248665e-04	-1.35292614e-03	8.55087400e-04	4.59199978e-07	-1.17570519e-06	2.50642327e-06	7.75064444e-08	2.42891683e-06
510             	8.43633574e-03	4.21862770e-03	4.21770804e-03	-9.98449854e-04	3.58026470e-04	-1.35647632e-03	8.57251397e-04	4.59826448e-07	-1.16824523e-06	2.51488873e-06	8.91991381e-08	2.42568959e-06
511             	8.43616630e-03	4.21854336e-03	4.21762294e-03	-9.99998482e-04	3.58418668e-04	-1.35841715e-03	8.58417909e-04	4.60208904e-07	-1.17205690e-06	2.50921757e-06	8.25518873e-08	2.42666568e-06
512             	8.43608041e-03	4.21850120e-03	4.21757921e-03	-1.00136719e-03	3.58769308e-04	-1.36013650e-03	8.59452905e-04	4.60997996e-07	-1.16564203e-06	2.51612472e-06	9.24203299e-08	2.42370439e-06
513             	8.43593242e-03	4.21842690e-03	4.21750552e-03	-1.00279748e-03	3.59150844e-04	-1.36194832e-03	8.60549585e-04	4.60687059e-07	-1.17053821e-06	2.51035668e-06	8.46401284e-08	2.42571655e-06
514             	8.43591706e-03	4.21842020e-03	4.21749687e-03	-1.00418570e-03	3.59523968e-04	-1.36370967e-03	8.61616818e-04	4.61664923e-07	-1.16303108e-06	2.51895019e-06	9.64440120e-08	2.42250618e-06
515             	8.43576524e-03	4.21834388e-03	4.21742137e-03	-1.00559223e-03	3.59904073e-04	-1.36549630e-03	8.62700188e-04	4.61254915e-07	-1.16787207e-06	2.51154806e-06	8.79019623e-08	2.42364610e-06
516             	8.43572225e-03	4.21832327e-03	4.21739898e-03	-1.00723634e-03	3.60343464e-04	-1.36757980e-03	8.63961633e-04	4.62144975e-07	-1.16182516e-06	2.51914853e-06	9.77491063e-08	2.42139942e-06
517             	8.43560730e-03	4.21826588e-03	4.21734142e-03	-1.00876211e-03	3.60769724e-04	-1.36953183e-03	8.65150777e-04	4.62232680e-07	-1.16577289e-06	2.51357627e-06	9.10152477e-08	2.42256102e-06
518             	8.43561411e-03	4.21826993e-03	4.21734418e-03	-1.01017992e-03	3.61140499e-04	-1.37132042e-03	8.66230460e-04	4.62876616e-07	-1.15974445e-06	2.52054433e-06	1.00527718e-07	2.42001661e-06
519             	8.43548920e-03	4.21820736e-03	4.21728185e-03	-1.01168444e-03	3.61524750e-04	-1.37320919e-03	8.67366967e-04	4.62753157e-07	-1.16460002e-06	2.51339958e-06	9.20997709e-08	2.42129981e-06
520             	8.43549040e-03	4.21820927e-03	4.21728114e-03	-1.01311598e-03	3.61893691e-04	-1.37500967e-03	8.68451679e-04	4.64063696e-07	-1.15729410e-06	2.52159022e-06	1.03501004e-07	2.41808921e-06
521             	8.43539204e-03	4.21815978e-03	4.21723226e-03	-1.01454480e-03	3.62305503e-04	-1.37685030e-03	8.69577902e-04	4.63755659e-07	-1.16221732e-06	2.51465274e-06	9.51090509e-08	2.41954369e-06
522             	8.43541664e-03	4.21817264e-03	4.21724399e-03	-1.01601229e-03	3.62701720e-04	-1.37871401e-03	8.70707866e-04	4.64326928e-07	-1.15603018e-06	2.52217156e-06	1.05055604e-07	2.41711596e-06
523             	8.43532034e-03	4.21812443e-03	4.21719591e-03	-1.01742264e-03	3.63097896e-04	-1.38052054e-03	8.71809217e-04	4.64262069e-07	-1.15993468e-06	2.51578831e-06	9.79594751e-08	2.41782884e-06
524             	8.43535495e-03	4.21814227e-03	4.21721268e-03	-1.01865391e-03	3.63440870e-04	-1.38209478e-03	8.72767824e-04	4.64792084e-07	-1.15417675e-06	2.52224385e-06	1.06945179e-07	2.41529867e-06
525             	8.43528396e-03	4.21810616e-03	4.21717780e-03	-1.02008636e-03	3.63851080e-04	-1.38393744e-03	8.73894261e-04	4.64178718e-07	-1.15921896e-06	2.51571743e-06	9.86397533e-08	2.41707768e-06
526             	8.43532319e-03	4.21812653e-03	4.21719667e-03	-1.02141281e-03	3.64221586e-04	-1.38563439e-03	8.74927989e-04	4.64928852e-07	-1.15345391e-06	2.52337741e-06	1.08234795e-07	2.41514261e-06
527             	8.43524455e-03	4.21808655e-03	4.21715800e-03	-1.02267066e-03	3.64570133e-04	-1.38724080e-03	8.75905465e-04	4.64276601e-07	-1.15820263e-06	2.51611017e-06	9.98524522e-08	2.41625772e-06
528             	8.43530884e-03	4.21811923e-03	4.21718961e-03	-1.02392385e-03	3.64892442e-04	-1.38881629e-03	8.76854368e-04	4.64808751e-07	-1.15234053e-06	2.52309795e-06	1.09208448e-07	2.41388951e-06
529             	8.43526007e-03	4.21809461e-03	4.21716546e-03	-1.02522430e-03	3.65263096e-04	-1.39048739e-03	8.77875245e-04	4.64577980e-07	-1.15728394e-06	2.51594531e-06	1.00688721e-07	2.41525659e-06
530             	8.43536770e-03	4.21814920e-03	4.21721850e-03	-1.02655503e-03	3.65620014e-04	-1.39217505e-03	8.78897531e-04	4.65348565e-07	-1.15186995e-06	2.52313925e-06	1.09699677e-07	2.41343958e-06
531             	8.43535090e-03	4.21814046e-03	4.21721044e-03	-1.02786821e-03	3.65960519e-04	-1.39382873e-03	8.79894623e-04	4.65012657e-07	-1.15667014e-06	2.51722271e-06	1.01941215e-07	2.41528150e-06
532             	8.43540594e-03	4.21816887e-03	4.21723707e-03	-1.02893679e-03	3.66260657e-04	-1.39519745e-03	8.80729052e-04	4.65901697e-07	-1.15113649e-06	2.52358101e-06	1.10654013e-07	2.41292700e-06
533             	8.43538714e-03	4.21815910e-03	4.21722804e-03	-1.03015886e-03	3.66620216e-04	-1.39677907e-03	8.81699644e-04	4.65526996e-07	-1.15648604e-06	2.51655408e-06	1.01791001e-07	2.41476308e-06
534             	8.43550521e-03	4.21821910e-03	4.21728611e-03	-1.03137173e-03	3.66940021e-04	-1.39831175e-03	8.82625887e-04	4.66494637e-07	-1.15020434e-06	2.52440945e-06	1.12000383e-07	2.41240907e-06
535             	8.43549560e-03	4.21821397e-03	4.21728163e-03	-1.03257430e-03	3.67274826e-04	-1.39984913e-03	8.83561977e-04	4.66172406e-07	-1.15570417e-06	2.51824549e-06	1.03418570e-07	2.41482692e-06
536             	8.43555237e-03	4.21824274e-03	4.21730963e-03	-1.03365294e-03	3.67560088e-04	-1.40121303e-03	8.84386557e-04	4.66555173e-07	-1.14957997e-06	2.52594508e-06	1.13392566e-07	2.41255251e-06
537             	8.43552526e-03	4.21822869e-03	4.21729656e-03	-1.03478351e-03	3.67871458e-04	-1.40265496e-03	8.85263211e-04	4.66064876e-07	-1.15562918e-06	2.51894743e-06	1.03844531e-07	2.41510290e-06
538             	8.43565097e-03	4.21829232e-03	4.21735865e-03	-1.03605632e-03	3.68208022e-04	-1.40426434e-03	8.86236181e-04	4.66830660e-07	-1.14979840e-06	2.52645591e-06	1.13429557e-07	2.41302636e-06
539             	8.43563837e-03	4.21828596e-03	4.21735242e-03	-1.03716127e-03	3.68515974e-04	-1.40567725e-03	8.87096610e-04	4.66768182e-07	-1.15377779e-06	2.51997472e-06	1.06209570e-07	2.41376515e-06
540             	8.43572584e-03	4.21833024e-03	4.21739560e-03	-1.03819856e-03	3.68785220e-04	-1.40698378e-03	8.87884500e-04	4.67318155e-07	-1.14998817e-06	2.52603500e-06	1.13029330e-07	2.41300567e-06
541             	8.43572968e-03	4.21833190e-03	4.21739778e-03	-1.03938807e-03	3.69109331e-04	-1.40849740e-03	8.88803367e-04	4.67059231e-07	-1.15545663e-06	2.51906652e-06	1.04076632e-07	2.41498988e-06
542             	8.43579695e-03	4.21836625e-03	4.21743070e-03	-1.04040446e-03	3.69373524e-04	-1.40977798e-03	8.89575753e-04	4.67775665e-07	-1.14977577e-06	2.52605650e-06	1.13252476e-07	2.41280402e-06
543             	8.43578938e-03	4.21836192e-03	4.21742745e-03	-1.04143286e-03	3.69645962e-04	-1.41107883e-03	8.90362394e-04	4.67235186e-07	-1.15564488e-06	2.51917203e-06	1.03941132e-07	2.41523090e-06
544             	8.43591082e-03	4.21842328e-03	4.21748754e-03	-1.04239163e-03	3.69905361e-04	-1.41229699e-03	8.91101174e-04	4.67867529e-07	-1.15034888e-06	2.52607942e-06	1.12690827e-07	2.41338859e-06
545             	8.43589344e-03	4.21841440e-03	4.21747905e-03	-1.04326224e-03	3.70149533e-04	-1.41341178e-03	8.91780654e-04	4.67676717e-07	-1.15465376e-06	2.51944157e-06	1.05067028e-07	2.41437454e-06
546             	8.43600170e-03	4.21846917e-03	4.21753253e-03	-1.04425876e-03	3.70409145e-04	-1.41466791e-03	8.92538526e-04	4.68322742e-07	-1.15017194e-06	2.52559307e-06	1.12624595e-07	2.41296847e-06
547             	8.43601337e-03	4.21847483e-03	4.21753854e-03	-1.04530990e-03	3.70686828e-04	-1.41599673e-03	8.93341779e-04	4.68148580e-07	-1.15472516e-06	2.51965188e-06	1.05100778e-07	2.41455111e-06
548             	8.43612384e-03	4.21853115e-03	4.21759269e-03	-1.04618901e-03	3.70915243e-04	-1.41710426e-03	8.94009750e-04	4.69232050e-07	-1.14890889e-06	2.52637728e-06	1.14279749e-07	2.41209753e-06
549             	8.43611011e-03	4.21852387e-03	4.21758624e-03	-1.04706101e-03	3.71139484e-04	-1.41820050e-03	8.94669990e-04	4.68817015e-07	-1.15446370e-06	2.51912237e-06	1.05097489e-07	2.41402488e-06
550             	8.43625696e-03	4.21859804e-03	4.21765891e-03	-1.04805657e-03	3.71405562e-04	-1.41946213e-03	8.95433848e-04	4.69565675e-07	-1.14895630e-06	2.52588437e-06	1.13985882e-07	2.41189849e-06
551             	8.43626007e-03	4.21859947e-03	4.21766059e-03	-1.04894287e-03	3.71644710e-04	-1.42058757e-03	8.96116142e-04	4.69441057e-07	-1.15316169e-06	2.52041927e-06	1.07047950e-07	2.41337132e-06
552             	8.43637177e-03	4.21865589e-03	4.21771589e-03	-1.04973122e-03	3.71859095e-04	-1.42159031e-03	8.96724703e-04	4.69999750e-07	-1.14901512e-06	2.52681047e-06	1.14390118e-07	2.41242035e-06
553             	8.43636217e-03	4.21865072e-03	4.21771145e-03	-1.05053445e-03	3.72081205e-04	-1.42261566e-03	8.97348431e-04	4.69632778e-07	-1.15367978e-06	2.52038645e-06	1.06513444e-07	2.41387300e-06
554             	8.43646825e-03	4.21870440e-03	4.21776385e-03	-1.05130969e-03	3.72306097e-04	-1.42361579e-03	8.97960941e-04	4.70276054e-07	-1.14773941e-06	2.52777546e-06	1.16148325e-07	2.41162714e-06
555             	8.43645484e-03	4.21869703e-03	4.21775781e-03	-1.05212399e-03	3.72536622e-04	-1.42466061e-03	8.98598616e-04	4.69610426e-07	-1.15290673e-06	2.52162694e-06	1.07906735e-07	2.41372020e-06
556             	8.43653486e-03	4.21873778e-03	4.21779707e-03	-1.05291898e-03	3.72761585e-04	-1.42568057e-03	8.99221076e-04	4.70354042e-07	-1.14785802e-06	2.52864950e-06	1.16466727e-07	2.41218277e-06
557             	8.43651693e-03	4.21872824e-03	4.21778869e-03	-1.05360293e-03	3.72958251e-04	-1.42656118e-03	8.99759716e-04	4.69777063e-07	-1.15260807e-06	2.52216713e-06	1.08475494e-07	2.41369163e-06
558             	8.43659983e-03	4.21877014e-03	4.21782970e-03	-1.05448051e-03	3.73185376e-04	-1.42766588e-03	9.00425630e-04	4.70218992e-07	-1.14734788e-06	2.52924603e-06	1.17275137e-07	2.41197090e-06
559             	8.43657575e-03	4.21875770e-03	4.21781806e-03	-1.05532558e-03	3.73405740e-04	-1.42873132e-03	9.01068531e-04	4.69817881e-07	-1.15137419e-06	2.52424510e-06	1.10748362e-07	2.41349674e-06
560             	8.43662238e-03	4.21878176e-03	4.21784062e-03	-1.05593784e-03	3.73588994e-04	-1.42952683e-03	9.01557912e-04	4.70568452e-07	-1.14613605e-06	2.53063904e-06	1.19183465e-07	2.41145557e-06
561             	8.43659478e-03	4.21876780e-03	4.21782699e-03	-1.05664221e-03	3.73786692e-04	-1.43042890e-03	9.02107797e-04	4.70404486e-07	-1.15077093e-06	2.52477164e-06	1.11614891e-07	2.41315675e-06
562             	8.43673264e-03	4.21883780e-03	4.21789485e-03	-1.05742814e-03	3.74003539e-04	-1.43143167e-03	9.02717607e-04	4.71473865e-07	-1.14424960e-06	2.53258533e-06	1.22043065e-07	2.41054227e-06
563             	8.43669459e-03	4.21881855e-03	4.21787604e-03	-1.05818230e-03	3.74208922e-04	-1.43239122e-03	9.03300071e-04	4.71255740e-07	-1.14897508e-06	2.52677594e-06	1.14412891e-07	2.41236305e-06
564             	8.43673702e-03	4.21884041e-03	4.21789661e-03	-1.05889450e-03	3.74398298e-04	-1.43329280e-03	9.03845549e-04	4.71900431e-07	-1.14373000e-06	2.53413746e-06	1.23338725e-07	2.41079873e-06
565             	8.43671230e-03	4.21882761e-03	4.21788468e-03	-1.05952278e-03	3.74583442e-04	-1.43410622e-03	9.04344831e-04	4.71465615e-07	-1.14887072e-06	2.52775990e-06	1.15009229e-07	2.41275067e-06
566             	8.43677448e-03	4.21885922e-03	4.21791526e-03	-1.06024002e-03	3.74779137e-04	-1.43501916e-03	9.04899149e-04	4.71983599e-07	-1.14322039e-06	2.53460362e-06	1.24081420e-07	2.41052220e-06
567             	8.43673746e-03	4.21884034e-03	4.21789712e-03	-1.06098725e-03	3.74971119e-04	-1.43595837e-03	9.05464745e-04	4.71610654e-07	-1.14770321e-06	2.52885388e-06	1.16723728e-07	2.41213016e-06
568             	8.43675868e-03	4.21885182e-03	4.21790686e-03	-1.06158734e-03	3.75139613e-04	-1.43672695e-03	9.05933282e-04	4.72484164e-07	-1.14318419e-06	2.53456285e-06	1.24097231e-07	2.41046562e-06
569             	8.43673073e-03	4.21883744e-03	4.21789329e-03	-1.06218373e-03	3.75316612e-04	-1.43750034e-03	9.06408478e-04	4.72075204e-07	-1.14750960e-06	2.52907350e-06	1.17027152e-07	2.41204634e-06
570             	8.43681876e-03	4.21888221e-03	4.21793655e-03	-1.06285002e-03	3.75496014e-04	-1.43834604e-03	9.06921024e-04	4.72827111e-07	-1.14186353e-06	2.53668590e-06	1.26479418e-07	2.41020648e-06
571             	8.43676588e-03	4.21885516e-03	4.21791072e-03	-1.06351078e-03	3.75672102e-04	-1.43918288e-03	9.07427493e-04	4.72218103e-07	-1.14636329e-06	2.53131573e-06	1.19294570e-07	2.41202116e-06
572             	8.43680202e-03	4.21887368e-03	4.21792834e-03	-1.06409830e-03	3.75834745e-04	-1.43993304e-03	9.07883894e-04	4.72665503e-07	-1.14104394e-06	2.53839642e-06	1.28154273e-07	2.41024215e-06
573             	8.43674317e-03	4.21884370e-03	4.21789947e-03	-1.06467215e-03	3.75996513e-04	-1.44066866e-03	9.08332588e-04	4.72112973e-07	-1.14587281e-06	2.53228184e-06	1.20268108e-07	2.41201373e-06
574             	8.43684364e-03	4.21889447e-03	4.21794917e-03	-1.06527822e-03	3.76165644e-04	-1.44144386e-03	9.08804753e-04	4.72649683e-07	-1.14106035e-06	2.53881247e-06	1.28345887e-07	2.41046658e-06
575             	8.43677865e-03	4.21886128e-03	4.21791737e-03	-1.06589323e-03	3.76336557e-04	-1.44222979e-03	9.09283174e-04	4.71957932e-07	-1.14533498e-06	2.53251460e-06	1.20922314e-07	2.41159228e-06
576             	8.43684559e-03	4.21889500e-03	4.21795058e-03	-1.06647066e-03	3.76492805e-04	-1.44296347e-03	9.09728137e-04	4.72210310e-07	-1.14108718e-06	2.53885231e-06	1.28338972e-07	2.41051333e-06
577             	8.43678776e-03	4.21886602e-03	4.21792174e-03	-1.06706525e-03	3.76659754e-04	-1.44372501e-03	9.10192379e-04	4.72141482e-07	-1.14498630e-06	2.53303527e-06	1.21531341e-07	2.41150393e-06
578             	8.43683169e-03	4.21888849e-03	4.21794319e-03	-1.06755397e-03	3.76805145e-04	-1.44435911e-03	9.10582129e-04	4.72649098e-07	-1.14044543e-06	2.53839691e-06	1.28753030e-07	2.40964388e-06
579             	8.43678639e-03	4.21886549e-03	4.21792090e-03	-1.06818180e-03	3.76965477e-04	-1.44514728e-03	9.11056379e-04	4.72293885e-07	-1.14475884e-06	2.53280626e-06	1.21644295e-07	2.41116197e-06
580             	8.43684410e-03	4.21889527e-03	4.21794884e-03	-1.06867620e-03	3.77100494e-04	-1.44577669e-03	9.11438593e-04	4.73215400e-07	-1.13908243e-06	2.53954706e-06	1.30691102e-07	2.40885596e-06
581             	8.43678833e-03	4.21886691e-03	4.21792141e-03	-1.06914035e-03	3.77242686e-04	-1.44638304e-03	9.11812861e-04	4.72748584e-07	-1.14403457e-06	2.53260800e-06	1.22269425e-07	2.41033857e-06
582             	8.43684140e-03	4.21889410e-03	4.21794730e-03	-1.06963750e-03	3.77374144e-04	-1.44701164e-03	9.12192893e-04	4.73397206e-07	-1.13974879e-06	2.53835486e-06	1.29428643e-07	2.40892622e-06
583             	8.43680064e-03	4.21887365e-03	4.21792698e-03	-1.07017918e-03	3.77530253e-04	-1.44770943e-03	9.12619841e-04	4.73335780e-07	-1.14318301e-06	2.53353559e-06	1.23584784e-07	2.40995080e-06
584             	8.43686103e-03	4.21890401e-03	4.21795701e-03	-1.07059469e-03	3.77659177e-04	-1.44825387e-03	9.12956523e-04	4.73497925e-07	-1.13804581e-06	2.53943900e-06	1.31673694e-07	2.40776531e-06
585             	8.43681739e-03	4.21888164e-03	4.21793575e-03	-1.07109010e-03	3.77792927e-04	-1.44888302e-03	9.13337975e-04	4.72943616e-07	-1.14266918e-06	2.53317482e-06	1.23918228e-07	2.40925659e-06
586             	8.43689285e-03	4.21892021e-03	4.21797264e-03	-1.07153790e-03	3.77924032e-04	-1.44946193e-03	9.13692982e-04	4.73787817e-07	-1.13819925e-06	2.53934527e-06	1.31473386e-07	2.40787188e-06
587             	8.43685113e-03	4.21889870e-03	4.21795243e-03	-1.07197657e-03	3.78055170e-04	-1.45003174e-03	9.14043454e-04	4.73138619e-07	-1.14298883e-06	2.53303397e-06	1.23528153e-07	2.40950581e-06
588             	8.43691444e-03	4.21893070e-03	4.21798374e-03	-1.07244085e-03	3.78180815e-04	-1.45062166e-03	9.14401238e-04	4.73482260e-07	-1.13854531e-06	2.53886309e-06	1.30886233e-07	2.40797686e-06
589             	8.43687064e-03	4.21890836e-03	4.21796227e-03	-1.07282580e-03	3.78299474e-04	-1.45112527e-03	9.14712373e-04	4.73045343e-07	-1.14376571e-06	2.53203936e-06	1.22253966e-07	2.40978539e-06
590             	8.43692993e-03	4.21893853e-03	4.21799140e-03	-1.07323661e-03	3.78409492e-04	-1.45164610e-03	9.15027798e-04	4.73566672e-07	-1.13964098e-06	2.53761416e-06	1.29166098e-07	2.40844806e-06
591             	8.43689398e-03	4.21892007e-03	4.21797391e-03	-1.07375015e-03	3.78541342e-04	-1.45229149e-03	9.15416417e-04	4.73079129e-07	-1.14401304e-06	2.53222135e-06	1.22097633e-07	2.41012372e-06
592             	8.43696583e-03	4.21895647e-03	4.21800936e-03	-1.07408198e-03	3.78658810e-04	-1.45274079e-03	9.15699801e-04	4.73553116e-07	-1.13954115e-06	2.53805342e-06	1.29485555e-07	2.40856786e-06
593             	8.43691755e-03	4.21893198e-03	4.21798557e-03	-1.07444062e-03	3.78778307e-04	-1.45321893e-03	9.15998617e-04	4.73208385e-07	-1.14412867e-06	2.53194935e-06	1.21846007e-07	2.41010334e-06
594             	8.43698730e-03	4.21896752e-03	4.21801979e-03	-1.07483832e-03	3.78884905e-04	-1.45372322e-03	9.16304063e-04	4.73864945e-07	-1.14050354e-06	2.53757758e-06	1.28285252e-07	2.40929233e-06
595             	8.43694577e-03	4.21894647e-03	4.21799930e-03	-1.07524298e-03	3.79008420e-04	-1.45425140e-03	9.16629908e-04	4.73588528e-07	-1.14512618e-06	2.53198010e-06	1.20863876e-07	2.41111623e-06
596             	8.43700206e-03	4.21897481e-03	4.21802725e-03	-1.07561315e-03	3.79124761e-04	-1.45473791e-03	9.16931336e-04	4.73780989e-07	-1.14007712e-06	2.53819301e-06	1.29019379e-07	2.40917363e-06
597             	8.43694334e-03	4.21894460e-03	4.21799874e-03	-1.07598879e-03	3.79233576e-04	-1.45522237e-03	9.17227971e-04	4.72930889e-07	-1.14489424e-06	2.53234772e-06	1.21279623e-07	2.41106810e-06
598             	8.43703728e-03	4.21899214e-03	4.21804514e-03	-1.07643042e-03	3.79349577e-04	-1.45578000e-03	9.17564788e-04	4.73503058e-07	-1.14114034e-06	2.53824491e-06	1.27982117e-07	2.41026279e-06
599             	8.43697897e-03	4.21896254e-03	4.21801643e-03	-1.07682796e-03	3.79457897e-04	-1.45628586e-03	9.17871878e-04	4.73058021e-07	-1.14507501e-06	2.53187234e-06	1.20861165e-07	2.41101118e-06
600             	8.43704921e-03	4.21899812e-03	4.21805110e-03	-1.07723251e-03	3.79561474e-04	-1.45679399e-03	9.18177731e-04	4.73510049e-07	-1.14094990e-06	2.53773400e-06	1.27917096e-07	2.40981690e-06
601             	8.43702012e-03	4.21898342e-03	4.21803670e-03	-1.07762174e-03	3.79674233e-04	-1.45729597e-03	9.18485104e-04	4.73359727e-07	-1.14505940e-06	2.53225110e-06	1.21066149e-07	2.41118495e-06
602             	8.43705677e-03	4.21900231e-03	4.21805446e-03	-1.07792347e-03	3.79760452e-04	-1.45768392e-03	9.18722187e-04	4.73922860e-07	-1.14095427e-06	2.53774534e-06	1.27918395e-07	2.40982694e-06
603             	8.43701809e-03	4.21898247e-03	4.21803562e-03	-1.07832275e-03	3.79857065e-04	-1.45817982e-03	9.19018441e-04	4.73424201e-07	-1.14556129e-06	2.53227997e-06	1.20578701e-07	2.41170127e-06
604             	8.43707371e-03	4.21901092e-03	4.21806278e-03	-1.07871568e-03	3.79962626e-04	-1.45867831e-03	9.19320466e-04	4.74068185e-07	-1.14149060e-06	2.53777196e-06	1.27395384e-07	2.41037658e-06
605             	8.43703546e-03	4.21899118e-03	4.21804428e-03	-1.07901151e-03	3.80063826e-04	-1.45907534e-03	9.19569581e-04	4.73449038e-07	-1.14601250e-06	2.53215134e-06	1.20063176e-07	2.41208817e-06
